FirstName,LastName,StudentID,Gender,Age,Department,Attendance,Midterm,Assignment,Project,Final,GPA,Grade,study_hours_per_week,total_score,participation_in_class,participation_score,quizzes_avg
Aman,Verma,STU02218,Male,18,Engineering,55.11,62.21,89.05,95.12,93.52,3.4,A,12.4,84.97,Medium,69,78.3
Kabir,Verma,STU02219,Female,19,CS,51.67,93.27,52.25,67.03,90.47,3.03,B,6.9,75.75,Low,37,50.1
Simran,Davis,STU02220,Male,21,AI & ML,60.72,76.15,45.39,57.42,69.78,2.49,C,22.6,62.19,High,91,91.17
Emma,Verma,STU02221,Male,22,Engineering,76.27,49.04,95.85,90.71,80.98,3.17,B,7.0,79.14,High,100,70.46
Sneha,Sharma,STU02222,Female,18,Commerce,57.53,80.14,56.61,88.56,98.99,3.24,A,10.7,81.08,Medium,51,85.55
Kabir,Davis,STU02223,Female,18,Mathematics,74.63,42.22,85.02,66.06,97.5,2.91,B,22.7,72.7,Low,26,98.19
Aman,Smith,STU02224,Female,19,CS,94.56,65.48,50.75,83.88,36.38,2.36,D,26.0,59.12,High,86,84.03
Sneha,Brown,STU02225,Female,18,Business,75.3,64,81.53,47.05,70.43,2.63,C,31.1,65.75,Medium,72,55.54
Anjali,Davis,STU02226,Female,24,Mathematics,68.08,35.22,94.97,58.8,76.68,2.66,C,31.7,66.42,High,99,87.64
John,Verma,STU02227,Male,22,Mathematics,70.84,77.81,69.42,92.91,41.5,2.82,B,26.8,70.41,Medium,78,80.35
Priya,Kumar,STU02228,Male,21,AI & ML,60.72,78.95,40.51,46.53,55,2.21,D,23.8,55.25,Medium,79,80.58
Pooja,Williams,STU02229,Female,18,Engineering,74.33,62.96,52.98,68.9,63.25,2.48,C,17.5,62.02,High,91,84.78
Priya,Sharma,STU02230,Female,20,Business,85.3,44.54,64.52,69.86,64.47,2.43,C,13.1,60.85,Medium,56,48.81
Kabir,Verma,STU02231,Female,21,Mathematics,93.53,57,44.43,92.14,74.46,2.68,C,13.3,67.01,Medium,56,92.11
Meera,Davis,STU02232,Female,19,AI & ML,65.29,100,96.88,66.6,98.91,3.62,A+,27.0,90.6,Low,20,56.48
Meera,Sharma,STU02233,Male,23,Physics,80.03,65.25,64.01,86.02,76.51,2.92,B,11.3,72.95,Medium,57,98.94
Isha,Smith,STU02234,Female,19,CS,59.98,48.31,57.76,62.79,96.59,2.65,C,19.1,66.36,Low,27,98.03
John,Davis,STU02235,Male,24,Business,86.66,47.76,85.41,80.22,55.64,2.69,C,20.9,67.26,High,88,85.01
Sara,Verma,STU02236,Male,20,Physics,99.37,41.5,65.27,53.68,53.8,2.14,D,17.5,53.56,Medium,77,97.57
Isha,Sharma,STU02237,Female,22,Physics,86.93,45.32,81.69,46.69,38.75,2.12,D,11.2,53.11,Medium,54,70.23
Aman,Johnson,STU02238,Male,22,CS,72.4,63.68,98.55,86.56,78.51,3.27,A,23.3,81.83,Medium,54,59.15
Deepa,Smith,STU02239,Male,24,Commerce,52.39,46.77,94.8,45.05,96.43,2.83,B,22.0,70.76,Low,37,61.09
Maria,Johnson,STU02240,Male,18,AI & ML,66.82,72.24,91.12,54.66,40.45,2.58,C,7.1,64.62,High,84,41.29
Kabir,Smith,STU02241,Female,22,Business,66.15,87.75,98.54,86.51,57.09,3.3,A,32.3,82.47,Medium,58,65.87
Neha,Singh,STU02242,Male,24,AI & ML,51.32,92.09,73.09,91.88,66.35,3.23,A,7.3,80.85,Medium,59,95.02
John,Johnson,STU02243,Female,24,Physics,99.14,41.46,62.34,43.18,91.33,2.38,D,6.2,59.58,High,92,41.36
Sara,Patel,STU02244,Male,20,Physics,63.12,63.32,69.79,95.21,92.17,3.2,A,24.9,80.12,High,97,72.9
Imran,Brown,STU02245,Male,22,CS,79.32,92.24,47.76,71.62,54.97,2.67,C,31.4,66.65,Low,28,58.64
Rahul,Johnson,STU02246,Male,21,Business,64.3,40.6,81.61,65.92,71.45,2.6,C,11.5,64.89,High,80,58.04
Priya,Williams,STU02247,Female,20,Mathematics,51.91,35.21,40.74,90.83,35.75,2.03,D,23.2,50.63,Medium,73,53.74
Priya,Sharma,STU02248,Female,22,CS,66.39,89.93,97.97,87.34,47.98,3.23,A,31.3,80.81,Medium,69,66.2
Emma,Williams,STU02249,Female,22,Business,55.61,45.46,87.89,55.59,41.72,2.31,D,6.8,57.66,Medium,54,86.67
Anjali,Jones,STU02250,Female,21,Mathematics,61.47,64.53,80.67,95.78,70.95,3.12,B,30.9,77.98,Medium,59,61.29
Meera,Davis,STU02251,Female,18,CS,67.57,57.42,54.09,92.64,74.86,2.79,C,15.0,69.75,Medium,71,61.8
Divya,Singh,STU02252,Female,22,Mathematics,55.71,78.37,72.95,62.36,84.61,2.98,B,27.5,74.57,Medium,78,44.92
Simran,Brown,STU02253,Female,19,Business,54.67,53.78,84.18,94.58,37.83,2.7,C,22.7,67.59,High,94,93.61
Rohit,Brown,STU02254,Male,23,Engineering,77.4,59.94,58.8,97.83,73.99,2.91,B,24.7,72.64,Medium,79,56.28
Pooja,Patel,STU02255,Female,21,Engineering,68.6,50.64,90.03,87.76,61.16,2.9,B,20.0,72.4,Medium,51,78.22
John,Johnson,STU02256,Female,22,Engineering,75.9,92.79,65.14,45.54,99.22,3.03,B,20.5,75.67,Medium,61,47.45
Omar,Davis,STU02257,Male,23,Physics,60.06,91.34,88.82,77.53,36.23,2.94,B,9.8,73.48,Low,22,73.14
Raj,Johnson,STU02258,Female,18,AI & ML,62.07,53.95,41.46,67.68,70.43,2.34,D,30.0,58.38,Medium,66,48.82
Ravi,Davis,STU02259,Male,20,AI & ML,62.48,94.13,76.57,53.83,54.35,2.79,C,30.5,69.72,Medium,66,95.19
Maria,Williams,STU02260,Female,21,Mathematics,62.99,41.1,68,43.76,91.46,2.44,C,27.6,61.08,Medium,69,51.94
John,Singh,STU02261,Male,18,Engineering,88.46,44.69,90.37,75.75,43.67,2.54,C,16.3,63.62,High,81,54.79
Deepa,Johnson,STU02262,Male,20,AI & ML,77.84,39.76,55.12,62.96,50.59,2.08,D,13.5,52.11,Low,33,59.64
Arjun,Kumar,STU02263,Male,24,CS,68.47,49.75,59,55.07,41.46,2.05,D,13.3,51.32,Medium,79,64.05
Meera,Yadav,STU02264,Male,24,Engineering,61.02,77.22,82.16,71.77,79.17,3.1,B,19.6,77.58,High,83,77.32
Simran,Jones,STU02265,Female,18,Engineering,67.31,83.54,70.64,45.07,89.92,2.89,B,18.8,72.29,Low,40,56.87
Deepa,Singh,STU02266,Male,19,CS,68.79,51.25,59.28,61.91,68.31,2.41,C,7.7,60.19,High,94,91.98
Ravi,Yadav,STU02267,Female,22,Mathematics,81.06,40.61,50.28,56.46,69.47,2.17,D,8.8,54.2,Medium,74,42.91
Divya,Patel,STU02268,Female,19,Engineering,86.88,47.56,87.7,45.2,91.13,2.72,C,14.5,67.9,Low,34,62.7
Ravi,Williams,STU02269,Male,22,Engineering,99.33,86.76,72.96,74.22,97,3.31,A,10.2,82.73,High,85,87.8
Liam,Johnson,STU02270,Female,21,Mathematics,62.11,71.1,48.98,71.53,44.88,2.36,D,7.8,59.12,High,84,74.23
Karan,Yadav,STU02271,Male,22,CS,95.87,78.79,46.92,62.07,89.33,2.77,C,20.5,69.28,Medium,69,84.03
Anjali,Davis,STU02272,Female,18,Commerce,52.52,43.54,40.67,47.05,93.35,2.25,D,33.7,56.15,Medium,65,95.23
Emma,Williams,STU02273,Male,18,Engineering,70.71,45.09,94.33,88.25,42.06,2.7,C,24.4,67.43,High,100,89.36
Omar,Brown,STU02274,Male,23,AI & ML,92.73,79.16,70.25,66.08,96.21,3.12,B,23.4,77.92,High,87,56.55
Neha,Jones,STU02275,Female,24,Business,71.99,69.88,96.32,86.7,62.98,3.16,B,5.1,78.97,Medium,59,96.08
Maria,Patel,STU02276,Female,18,Business,86.84,89.59,59.54,41.15,50.14,2.4,C,24.8,60.11,Medium,59,98.99
Liam,Davis,STU02277,Male,22,Physics,62.55,46.51,88.79,87.84,57.89,2.81,B,10.5,70.26,High,97,60.79
Deepa,Jones,STU02278,Male,22,Business,87.04,45.63,94.25,94.18,61.4,2.95,B,32.8,73.86,High,97,94.57
Rakesh,Davis,STU02279,Female,18,Engineering,78.03,49.89,54.91,63.79,76.48,2.45,C,8.1,61.27,High,89,91.04
Rohit,Davis,STU02280,Male,21,Mathematics,87.23,53.81,53.9,87.85,80.75,2.76,C,26.0,69.08,High,95,55.14
Simran,Smith,STU02281,Female,21,CS,98.31,89.29,75.52,54.06,43.09,2.62,C,8.6,65.49,High,91,67.06
Karan,Sharma,STU02282,Female,22,AI & ML,92.84,38.6,55.4,75.81,60.73,2.31,D,15.7,57.63,Low,38,42.19
Rohit,Singh,STU02283,Female,23,AI & ML,79.89,84.11,76.14,80.02,66.87,3.07,B,6.6,76.78,Medium,67,71.33
Omar,Jones,STU02284,Male,22,Physics,94.75,85.29,78.18,64.59,95.67,3.24,A,29.9,80.93,Low,34,78.06
Sneha,Kumar,STU02285,Male,22,AI & ML,98.1,94.72,51.55,90.58,40.31,2.77,C,11.5,69.29,Low,38,66.09
Aman,Johnson,STU02286,Female,20,Engineering,65.83,52.17,66.05,81.79,37.13,2.37,D,9.2,59.28,Medium,50,92.77
Ali,Brown,STU02287,Male,20,Engineering,75.28,56.72,52.83,68.99,84.46,2.63,C,17.3,65.75,Medium,50,53.29
Isha,Johnson,STU02288,Female,20,AI & ML,86.56,81.9,89.8,83.94,96,3.52,A,16.0,87.91,High,99,57.72
Priya,Sharma,STU02289,Female,24,Commerce,92.22,76.27,75.7,62.91,55.84,2.71,C,9.8,67.68,Medium,57,63.23
Maria,Williams,STU02290,Female,19,Business,51.39,54.98,47.95,59.98,54.2,2.17,D,34.4,54.28,Medium,76,99.67
Raj,Singh,STU02291,Female,21,Engineering,54.93,36.68,66.56,90.92,80.89,2.75,C,33.8,68.76,Medium,54,90.2
Ravi,Brown,STU02292,Female,18,Physics,71.05,49.31,89.67,43.95,84.91,2.68,C,26.4,66.96,High,81,81.56
Isha,Smith,STU02293,Male,24,Physics,50.64,98.78,54.54,98.29,91.4,3.43,A,11.0,85.75,Medium,71,68.01
Ali,Jones,STU02294,Male,20,Business,63.06,56.93,43.76,61.75,90.35,2.53,C,27.6,63.2,Low,25,86.09
Emma,Yadav,STU02295,Female,23,Commerce,76.73,45.58,52.42,93.32,99.15,2.9,B,21.8,72.62,Low,23,50.95
Arjun,Williams,STU02296,Female,20,Business,84.55,38.57,75.35,81.27,39.3,2.34,D,30.5,58.62,Medium,73,49.8
Rakesh,Brown,STU02297,Female,24,Engineering,81.74,50.4,78.12,76.25,97.59,3.02,B,9.5,75.59,Medium,52,41.73
Karan,Patel,STU02298,Male,19,Engineering,52.03,93.15,52.27,91.36,38.07,2.75,C,7.4,68.71,Medium,62,74.55
John,Kumar,STU02299,Male,18,Business,76.05,48.4,76.43,56.98,48.48,2.3,D,11.5,57.57,Medium,64,55.81
Isha,Smith,STU02300,Male,19,Mathematics,95.35,45.32,56.22,99.66,80.98,2.82,B,6.9,70.55,Medium,68,82.93
Maria,Johnson,STU02301,Female,23,Physics,68.36,74.4,51.28,82.75,90.82,2.99,B,31.9,74.81,High,93,74.46
Karan,Jones,STU02302,Male,18,Commerce,82.57,35.08,77.32,86.82,59.72,2.59,C,18.2,64.73,Medium,56,95.44
Rahul,Smith,STU02303,Male,21,Physics,67.14,70.32,46.52,47.28,66.76,2.31,D,5.5,57.72,Medium,72,57.24
Rakesh,Williams,STU02304,Female,19,Engineering,77.09,87.94,73.67,64.62,74.15,3,B,20.0,75.09,Medium,58,90.09
Ravi,Johnson,STU02305,Male,19,Business,77.01,35,41.34,97.16,82.67,2.56,C,25.7,64.04,Low,21,76.4
Maria,Singh,STU02306,Male,20,Business,51.16,97.04,97.38,56.89,49.31,3.01,B,12.9,75.16,Medium,67,72.71
Anjali,Brown,STU02307,Male,21,CS,86.87,69.62,57.35,63.91,96,2.87,B,12.7,71.72,Low,24,49.72
Rahul,Kumar,STU02308,Female,18,Physics,96.39,89.42,65.46,57.21,75,2.87,B,15.5,71.77,Low,45,76.73
Sneha,Johnson,STU02309,Female,20,Engineering,54.55,56.96,55.56,52.65,50.59,2.16,D,19.5,53.94,Low,35,58.32
Rakesh,Yadav,STU02310,Male,18,Business,81.32,73.64,86.41,95.13,89.4,3.45,A,8.1,86.15,Medium,76,81.87
Sneha,Johnson,STU02311,Male,19,AI & ML,75.54,61.81,69.03,63.94,99.22,2.94,B,24.5,73.5,Medium,51,69.44
Maria,Sharma,STU02312,Female,24,Engineering,93.8,79.08,60.1,49.48,87.36,2.76,C,34.1,69.0,High,85,82.24
Kabir,Verma,STU02313,Female,22,Commerce,82.54,35.11,74.88,84.52,56,2.51,C,24.3,62.63,Medium,50,78.6
Meera,Davis,STU02314,Male,20,CS,66.13,39.66,70.4,73.46,52.73,2.36,D,23.9,59.06,Medium,77,57.31
John,Johnson,STU02315,Female,18,Engineering,51.55,48.81,53.78,98.44,92.67,2.94,B,25.9,73.42,Low,41,54.93
Karan,Brown,STU02316,Female,18,Physics,66.37,40.66,96.32,68.98,68.92,2.75,C,17.4,68.72,Low,44,98.86
Sneha,Brown,STU02317,Female,19,AI & ML,55.64,65.88,63.62,44.31,56.17,2.3,D,13.4,57.5,High,89,77.23
Deepa,Brown,STU02318,Female,22,Engineering,93.14,62.85,84.5,40.74,69.88,2.58,C,7.4,64.49,Low,47,80.34
Pooja,Verma,STU02319,Male,23,Engineering,52.55,87.38,86.41,77.82,68.23,3.2,B,23.1,79.96,Medium,52,63.99
Divya,Sharma,STU02320,Female,20,AI & ML,94.83,76.43,94.29,40.96,88.09,3,B,34.0,74.94,Low,24,87.34
Sneha,Verma,STU02321,Female,23,Commerce,71.75,50.53,73.63,92.4,83.68,3,B,25.9,75.06,High,95,96.89
Sara,Kumar,STU02322,Male,21,Physics,62.2,96.78,92.66,42.39,46.42,2.78,C,25.1,69.56,High,90,56.14
Arjun,Davis,STU02323,Male,19,Mathematics,55.28,62.92,58.47,47.65,65.71,2.35,D,33.7,58.69,High,100,90.51
Imran,Patel,STU02324,Female,21,Commerce,85.9,85.12,87.63,52.19,65.16,2.9,B,29.8,72.53,High,84,56.45
Ali,Yadav,STU02325,Female,21,AI & ML,93.04,35.99,73.98,90.34,98.6,2.99,B,10.7,74.73,Medium,73,49.27
Ahmed,Brown,STU02326,Male,19,CS,96.71,39.86,49.57,56.62,78.76,2.25,D,6.2,56.2,Medium,55,93.87
Meera,Kumar,STU02327,Male,21,Commerce,69.61,78.59,53.86,96.47,98.94,3.28,A,30.4,81.97,Medium,73,87.32
Liam,Brown,STU02328,Male,24,Physics,99.16,72.88,64.25,87.3,47.63,2.72,C,6.7,68.02,High,84,49.55
Arjun,Kumar,STU02329,Female,23,Mathematics,86.62,49.54,95.88,77.76,77.31,3,B,6.5,75.12,Low,46,43.42
Meera,Verma,STU02330,Male,22,Business,82.53,95.57,70.23,77.24,73.2,3.16,B,13.8,79.06,Medium,70,75.48
Karan,Singh,STU02331,Female,20,Mathematics,68.06,43.54,55.89,81.16,86.8,2.67,C,9.8,66.85,Medium,78,78.14
Omar,Williams,STU02332,Female,24,Business,84.05,46.87,84.24,63.98,63.09,2.58,C,30.8,64.54,High,84,79.49
Priya,Sharma,STU02333,Male,24,Commerce,77.94,41.78,74.3,45.85,97.16,2.59,C,21.2,64.77,Medium,50,60.61
John,Patel,STU02334,Female,22,AI & ML,61.18,86.67,87.26,80.69,69.17,3.24,A,21.8,80.95,High,91,91.1
Ali,Smith,STU02335,Male,18,CS,82.44,59.66,98.62,53.48,58.31,2.7,C,30.2,67.52,Low,45,55.13
Liam,Davis,STU02336,Female,21,Business,68.59,52.68,96.8,50.85,65.94,2.66,C,32.0,66.57,High,81,59.39
Rahul,Verma,STU02337,Male,23,Business,88.34,90.95,83.09,44.05,77.91,2.96,B,8.2,74.0,Medium,57,90.09
Anjali,Smith,STU02338,Male,22,Business,51.12,62.99,55.21,58.69,42.76,2.2,D,12.0,54.91,Medium,62,93.4
Maria,Sharma,STU02339,Female,24,Engineering,94.02,71.84,54.84,49.16,90.18,2.66,C,18.7,66.5,Medium,64,71.21
Sara,Yadav,STU02340,Male,24,Business,65.19,99.67,70.18,73.67,88.84,3.32,A,18.5,83.09,High,99,77.85
Sara,Yadav,STU02341,Male,19,Mathematics,93.27,39.95,96.21,98.39,73.01,3.08,B,13.3,76.89,Medium,57,41.98
Arjun,Brown,STU02342,Female,18,CS,88.77,61.81,45.44,59.24,95.28,2.62,C,15.7,65.44,High,99,55.5
John,Williams,STU02343,Female,22,Business,83.77,88.5,76.08,94.11,80.34,3.39,A,32.4,84.76,Medium,51,48.12
Anjali,Patel,STU02344,Female,24,CS,86.46,74.52,94.34,84.59,66.4,3.2,B,17.4,79.96,Medium,61,50.11
Simran,Jones,STU02345,Female,20,CS,53.33,49.29,56.88,84.97,60.05,2.51,C,22.9,62.8,Medium,79,81.45
Deepa,Smith,STU02346,Female,20,CS,83.84,76.71,46.47,97.43,41.01,2.62,C,34.1,65.41,Medium,71,40.7
Pooja,Patel,STU02347,Male,21,Physics,65.94,72.52,84.44,94.58,55.07,3.07,B,5.9,76.65,High,92,78.68
Arjun,Williams,STU02348,Male,21,AI & ML,63.98,42.34,75.55,46.61,44.22,2.09,D,11.2,52.18,Low,28,47.22
Rahul,Singh,STU02349,Male,22,Engineering,78.47,98.45,56.57,78.17,53.95,2.87,B,26.4,71.78,Low,46,42.06
Neha,Yadav,STU02350,Female,22,AI & ML,70.01,83.01,62.42,58.08,77.61,2.81,B,17.9,70.28,High,98,91.02
Imran,Patel,STU02351,Female,18,AI & ML,80.87,87.29,94.21,97.31,68.58,3.47,A,13.9,86.85,High,80,95.46
Priya,Verma,STU02352,Female,23,Business,81.36,67.53,65.02,68.31,42.1,2.43,C,9.1,60.74,Medium,52,79.18
Rahul,Singh,STU02353,Male,24,Business,79.5,36.69,92.72,59.42,52.55,2.41,C,24.4,60.34,High,86,49.72
Arjun,Sharma,STU02354,Female,18,Engineering,51.95,93.54,40.35,44.06,97.53,2.75,C,17.3,68.87,Medium,57,73.46
Emma,Brown,STU02355,Female,23,Business,52.6,64.13,84.49,73.11,94.6,3.16,B,19.8,79.08,High,81,87.26
Imran,Yadav,STU02356,Male,18,CS,94.27,74.3,87.56,64.32,38.12,2.64,C,15.5,66.08,Medium,79,42.02
Omar,Brown,STU02357,Male,22,AI & ML,70.91,48.19,44.69,83.49,50.63,2.27,D,20.8,56.75,Medium,54,42.03
Ali,Verma,STU02358,Female,18,Physics,71.09,70.36,49.23,84.52,73.33,2.77,C,32.7,69.36,Low,48,84.32
John,Verma,STU02359,Female,20,Engineering,51.46,88.54,61.45,87.72,97.07,3.35,A,26.9,83.69,Medium,74,61.79
Meera,Jones,STU02360,Female,19,AI & ML,79.44,75.26,45.89,63.15,98.75,2.83,B,12.3,70.76,Medium,51,59.58
Sneha,Brown,STU02361,Male,20,CS,74.07,66.93,90.93,49.86,60.74,2.68,C,29.6,67.12,Medium,61,66.93
Liam,Johnson,STU02362,Female,19,AI & ML,82.25,50.12,73.67,59.31,95.26,2.78,C,23.2,69.59,High,99,98.48
Liam,Smith,STU02363,Male,18,Physics,53.76,76.08,66.76,82.71,65.82,2.91,B,30.1,72.84,High,80,92.47
Pooja,Johnson,STU02364,Male,21,Mathematics,59.57,45.08,61.41,74.31,91.43,2.72,C,5.5,68.06,High,96,60.48
Karan,Jones,STU02365,Male,24,CS,80.52,67.32,54.51,59.41,43.15,2.24,D,9.7,56.1,Medium,74,97.8
Deepa,Davis,STU02366,Female,19,AI & ML,78.33,66.69,97.13,82.67,94.74,3.41,A,25.8,85.31,Low,44,84.63
Emma,Brown,STU02367,Male,21,CS,51.31,44.9,59.55,65.32,83.43,2.53,C,29.9,63.3,Medium,60,91.57
Maria,Jones,STU02368,Male,22,CS,58.9,88.18,44.85,52.5,36.61,2.22,D,21.9,55.53,Low,47,64.3
Imran,Johnson,STU02369,Female,21,Commerce,97.23,91.92,71.32,80.34,35.24,2.79,C,32.8,69.7,High,89,87.86
Emma,Sharma,STU02370,Female,18,Mathematics,74.5,85.57,67.38,62.82,41.47,2.57,C,12.3,64.31,Medium,62,78.35
Raj,Brown,STU02371,Female,20,Engineering,91.82,50.59,68.63,45.76,38.92,2.04,D,34.0,50.97,Low,31,66.23
Ahmed,Verma,STU02372,Male,21,Engineering,52.86,55.02,84.2,93.74,38.17,2.71,C,24.8,67.78,High,99,67.51
Karan,Jones,STU02373,Female,24,AI & ML,63.33,46.86,73.35,72.92,92.03,2.85,B,30.8,71.29,Medium,59,44.62
Imran,Johnson,STU02374,Female,24,AI & ML,71.37,42.21,99.69,52.71,35.09,2.3,D,25.0,57.43,Medium,78,49.08
Aman,Verma,STU02375,Male,21,Physics,98.51,39.08,43.49,48.32,35.47,1.66,F,14.1,41.59,Medium,59,58.3
Emma,Davis,STU02376,Male,24,AI & ML,94.42,67.85,74.1,51.17,37.04,2.3,D,27.8,57.54,Medium,73,80.36
Sara,Sharma,STU02377,Male,22,CS,69.02,90.36,46.96,93.42,49.4,2.8,B,30.9,70.03,Medium,58,91.8
Anjali,Jones,STU02378,Male,20,Physics,87.59,92.07,67.26,55.28,86.42,3.01,B,9.8,75.26,High,100,88.72
Rakesh,Smith,STU02379,Male,21,CS,65.19,59.07,60.36,44.36,65.97,2.3,D,12.6,57.44,Medium,70,86.21
Karan,Davis,STU02380,Male,21,AI & ML,97.83,74.58,69.76,50.4,82.94,2.78,C,5.9,69.42,Low,23,61.75
Aman,Johnson,STU02381,Male,21,Business,69.75,98.57,50.09,82.91,38.8,2.7,C,20.4,67.59,Medium,67,55.18
Simran,Singh,STU02382,Female,20,Commerce,52.41,35.08,51.19,65.44,75.93,2.28,D,15.5,56.91,Medium,78,59.07
Emma,Kumar,STU02383,Male,19,Business,80.25,56.17,67.74,62.91,89.42,2.76,C,19.9,69.06,Medium,73,76.03
Meera,Jones,STU02384,Female,19,AI & ML,97.68,51.71,57.53,59.84,73.01,2.42,C,15.4,60.52,High,90,68.52
Sara,Johnson,STU02385,Female,22,Mathematics,94.28,43.15,84.07,63.25,82.43,2.73,C,7.0,68.22,Medium,64,94.56
Simran,Yadav,STU02386,Male,18,Commerce,84.44,95.42,46.84,88.97,91.82,3.23,A,19.1,80.76,High,96,76.14
Karan,Kumar,STU02387,Female,19,Physics,65.61,55.47,55.8,59.43,93.86,2.65,C,19.7,66.14,Medium,50,73.43
Rahul,Verma,STU02388,Male,23,AI & ML,59.91,52.93,41.25,82.64,44.13,2.21,D,14.7,55.24,High,99,99.06
Sara,Patel,STU02389,Male,18,Business,87.99,52.23,73.29,97.58,41.94,2.65,C,24.3,66.26,Low,46,69.97
Priya,Johnson,STU02390,Female,20,Commerce,82.08,75.77,72.32,57.42,57.89,2.63,C,32.7,65.85,Medium,55,85.18
Rakesh,Davis,STU02391,Female,18,Commerce,59.48,62.69,57.44,82.02,43.93,2.46,C,24.9,61.52,Low,20,73.25
Pooja,Sharma,STU02392,Male,21,Physics,70.68,53.05,83.9,64.49,79.01,2.8,B,31.7,70.11,Low,24,51.99
Rakesh,Kumar,STU02393,Female,24,Business,84.86,85.63,81.9,67.93,58.27,2.94,B,24.0,73.43,Low,32,62.09
Aman,Brown,STU02394,Female,21,Mathematics,66.33,89.6,78.31,69.72,36.05,2.74,C,29.4,68.42,High,80,96.66
Emma,Kumar,STU02395,Female,19,Engineering,64.17,52.86,64.66,90.66,57.8,2.66,C,8.8,66.5,Medium,63,70.66
Rakesh,Verma,STU02396,Female,23,Physics,59.91,96.87,58.59,99.73,57.66,3.13,B,6.3,78.21,High,96,57.43
Priya,Smith,STU02397,Male,23,Business,75.13,93.62,74.19,42.76,54.87,2.65,C,12.2,66.36,High,99,59.58
Neha,Smith,STU02398,Male,23,CS,91.11,91.64,84.94,58.51,40.06,2.75,C,29.0,68.79,Medium,70,98.42
Raj,Verma,STU02399,Male,23,Engineering,65.91,98.29,99.95,95.1,88.39,3.82,A+,21.3,95.43,Medium,59,97.99
Rohit,Sharma,STU02400,Female,21,Mathematics,98.9,46.3,40.03,76.33,43.01,2.06,D,7.5,51.42,Medium,71,57.93
Anjali,Williams,STU02401,Male,20,Engineering,83.52,42.01,98.89,55.06,43.65,2.4,D,21.1,59.9,Low,21,84.31
Emma,Smith,STU02402,Female,20,AI & ML,66.3,80.52,49.71,91.19,67.1,2.89,B,12.1,72.13,Medium,76,79.2
Ravi,Singh,STU02403,Female,19,Mathematics,89.47,50.33,96.25,77.57,47.81,2.72,C,29.9,67.99,Low,30,61.44
Sneha,Brown,STU02404,Female,18,Business,58.38,59.7,83.44,59.18,93.8,2.96,B,14.1,74.03,Medium,73,47.99
Isha,Johnson,STU02405,Female,18,CS,76.22,71.67,95.49,63.57,78.19,3.09,B,29.1,77.23,Medium,78,71.97
Rakesh,Brown,STU02406,Male,23,Physics,54.46,36.47,87.86,87.21,74.28,2.86,B,26.5,71.45,Medium,76,53.37
Anjali,Johnson,STU02407,Male,24,Commerce,60.04,89.3,40.39,49.67,91.88,2.71,C,29.5,67.81,Medium,54,99.99
Divya,Sharma,STU02408,Female,21,CS,86.24,91.26,94.01,59.02,95.24,3.4,A,35.0,84.88,Medium,77,70.77
Meera,Patel,STU02409,Male,19,CS,98.92,67.62,55.9,47.89,56.63,2.28,D,31.8,57.01,Medium,76,62.74
Isha,Jones,STU02410,Male,19,Physics,68.25,88.67,52.15,49.07,97.08,2.87,B,17.8,71.74,Low,49,76.82
Raj,Verma,STU02411,Female,21,Engineering,73.6,44.35,48.45,76.86,41.52,2.11,D,23.1,52.8,Medium,75,97.24
Kabir,Singh,STU02412,Female,24,Physics,75.17,49.55,95.78,40.69,97.7,2.84,B,23.8,70.93,High,96,85.62
Neha,Verma,STU02413,Female,24,Physics,71.1,59.35,54.75,85.23,72.35,2.72,C,20.8,67.92,Medium,62,70.21
Ali,Smith,STU02414,Male,24,Commerce,63.93,57.64,60.39,84.03,88.9,2.91,B,21.0,72.74,Medium,50,50.43
Anjali,Sharma,STU02415,Male,18,Commerce,95.25,59.66,84.77,57.51,36.09,2.38,D,6.5,59.51,Medium,60,52.42
Rakesh,Yadav,STU02416,Female,23,Mathematics,74.8,64.22,81.01,74.5,54.68,2.74,C,14.4,68.6,High,90,90.98
Ali,Johnson,STU02417,Male,21,Engineering,57.14,51.02,49.54,96.3,75.71,2.73,C,29.1,68.14,Medium,69,65.41
Imran,Singh,STU02418,Male,19,CS,50.7,91.25,96.4,45.52,35.7,2.69,C,29.0,67.22,Medium,66,59.46
Arjun,Sharma,STU02419,Male,20,Commerce,91.88,89.05,98.08,70.59,45.52,3.03,B,17.7,75.81,Medium,77,82.78
Maria,Johnson,STU02420,Male,22,Engineering,95.31,65.49,44.56,87.38,97.31,2.95,B,10.5,73.69,Low,45,45.98
John,Davis,STU02421,Female,19,Physics,87.56,39.25,42.55,79.78,45.29,2.07,D,21.8,51.72,Medium,52,98.55
Imran,Kumar,STU02422,Male,22,Physics,92.08,62.17,74.88,84.04,83.1,3.04,B,30.4,76.05,High,90,51.53
Raj,Verma,STU02423,Female,18,Commerce,95.01,59.26,81.17,52.76,69.39,2.63,C,30.0,65.64,Low,43,80.57
Aman,Smith,STU02424,Female,21,Business,95.57,87.69,50.47,48.59,88.98,2.76,C,22.7,68.93,Medium,68,54.33
Ravi,Williams,STU02425,Female,20,CS,55.56,98.65,86.52,53.74,90.05,3.29,A,20.0,82.24,Medium,78,65.67
Ali,Brown,STU02426,Female,24,Engineering,83.71,86.81,45.8,70.94,71.28,2.75,C,20.2,68.71,Low,24,41.16
Isha,Jones,STU02427,Female,24,Business,81.8,61.34,63.6,55.84,78.24,2.59,C,16.1,64.75,Medium,66,56.6
